category_id,video_id
CT_YO1,VYOjWN667yjS668669867
CT_YO9,VYOjWN668yjS669670868
CT_YO17,VYOjWN669yjS670671869
CT_YO41,VYOjWN670yjS671672870
CT_YO36,VYOjWN671yjS672673871
CT_YO24,VYOjWN672yjS673674872
CT_YO48,VYOjWN673yjS674675873
CT_YO38,VYOjWN674yjS675676874
CT_YO41,VYOjWN675yjS676677875
CT_YO12,VYOjWN676yjS677678876
CT_YO43,VYOjWN677yjS678679877
CT_YO45,VYOjWN678yjS679680878
CT_YO4,VYOjWN679yjS680681879
CT_YO35,VYOjWN680yjS681682880
CT_YO3,VYOjWN681yjS682683881
CT_YO20,VYOjWN682yjS683684882
CT_YO29,VYOjWN683yjS684685883
CT_YO43,VYOjWN684yjS685686884
CT_YO14,VYOjWN685yjS686687885
CT_YO16,VYOjWN686yjS687688886
CT_YO18,VYOjWN687yjS688689887
CT_YO35,VYOjWN688yjS689690888
CT_YO41,VYOjWN689yjS690691889
CT_YO25,VYOjWN690yjS691692890
CT_YO1,VYOjWN691yjS692693891
CT_YO12,VYOjWN692yjS693694892
CT_YO10,VYOjWN693yjS694695893
CT_YO24,VYOjWN694yjS695696894
CT_YO5,VYOjWN695yjS696697895
CT_YO8,VYOjWN696yjS697698896
CT_YO40,VYOjWN697yjS698699897
CT_YO5,VYOjWN698yjS699700898
CT_YO36,VYOjWN699yjS700701899
CT_YO45,VYOjWN700yjS701702900
CT_YO1,VYOjWN701yjS702703901
CT_YO45,VYOjWN702yjS703704902
CT_YO15,VYOjWN703yjS704705903
CT_YO7,VYOjWN704yjS705706904
CT_YO32,VYOjWN705yjS706707905
CT_YO22,VYOjWN706yjS707708906
CT_YO25,VYOjWN707yjS708709907
CT_YO18,VYOjWN708yjS709710908
CT_YO30,VYOjWN709yjS710711909
CT_YO47,VYOjWN710yjS711712910
CT_YO46,VYOjWN711yjS712713911
CT_YO49,VYOjWN712yjS713714912
CT_YO10,VYOjWN713yjS714715913
CT_YO49,VYOjWN714yjS715716914
CT_YO18,VYOjWN715yjS716717915
CT_YO42,VYOjWN716yjS717718916
CT_YO10,VYOjWN717yjS718719917
CT_YO25,VYOjWN718yjS719720918
CT_YO13,VYOjWN719yjS720721919
CT_YO26,VYOjWN720yjS721722920
CT_YO15,VYOjWN721yjS722723921
CT_YO21,VYOjWN722yjS723724922
CT_YO27,VYOjWN723yjS724725923
CT_YO29,VYOjWN724yjS725726924
CT_YO4,VYOjWN725yjS726727925
CT_YO44,VYOjWN726yjS727728926
CT_YO46,VYOjWN727yjS728729927
CT_YO30,VYOjWN728yjS729730928
CT_YO27,VYOjWN729yjS730731929
CT_YO3,VYOjWN730yjS731732930
CT_YO44,VYOjWN731yjS732733931
CT_YO1,VYOjWN732yjS733734932
CT_YO49,VYOjWN733yjS734735933
CT_YO42,VYOjWN734yjS735736934
CT_YO19,VYOjWN735yjS736737935
CT_YO40,VYOjWN736yjS737738936
CT_YO34,VYOjWN737yjS738739937
CT_YO28,VYOjWN738yjS739740938
CT_YO1,VYOjWN739yjS740741939
CT_YO46,VYOjWN740yjS741742940
CT_YO41,VYOjWN741yjS742743941
CT_YO39,VYOjWN742yjS743744942
CT_YO8,VYOjWN743yjS744745943
CT_YO35,VYOjWN744yjS745746944
CT_YO34,VYOjWN745yjS746747945
CT_YO42,VYOjWN746yjS747748946
CT_YO4,VYOjWN747yjS748749947
CT_YO14,VYOjWN748yjS749750948
CT_YO6,VYOjWN749yjS750751949
CT_YO3,VYOjWN750yjS751752950
CT_YO14,VYOjWN751yjS752753951
CT_YO19,VYOjWN752yjS753754952
CT_YO40,VYOjWN753yjS754755953
CT_YO18,VYOjWN754yjS755756954
CT_YO46,VYOjWN755yjS756757955
CT_YO9,VYOjWN756yjS757758956
CT_YO13,VYOjWN757yjS758759957
CT_YO14,VYOjWN758yjS759760958
CT_YO15,VYOjWN759yjS760761959
CT_YO46,VYOjWN760yjS761762960
CT_YO9,VYOjWN761yjS762763961
CT_YO18,VYOjWN762yjS763764962
CT_YO14,VYOjWN763yjS764765963
CT_YO10,VYOjWN764yjS765766964
CT_YO1,VYOjWN765yjS766767965
CT_YO32,VYOjWN766yjS767768966
CT_YO21,VYOjWN767yjS768769967
CT_YO11,VYOjWN768yjS769770968
CT_YO38,VYOjWN769yjS770771969
CT_YO35,VYOjWN770yjS771772970
CT_YO19,VYOjWN771yjS772773971
CT_YO3,VYOjWN772yjS773774972
CT_YO42,VYOjWN773yjS774775973
CT_YO27,VYOjWN774yjS775776974
CT_YO36,VYOjWN775yjS776777975
CT_YO14,VYOjWN776yjS777778976
CT_YO5,VYOjWN777yjS778779977
CT_YO19,VYOjWN778yjS779780978
CT_YO13,VYOjWN779yjS780781979
CT_YO25,VYOjWN780yjS781782980
CT_YO32,VYOjWN781yjS782783981
CT_YO6,VYOjWN782yjS783784982
CT_YO2,VYOjWN783yjS784785983
CT_YO28,VYOjWN784yjS785786984
CT_YO15,VYOjWN785yjS786787985
CT_YO3,VYOjWN786yjS787788986
CT_YO40,VYOjWN787yjS788789987
CT_YO0,VYOjWN788yjS789790988
CT_YO41,VYOjWN789yjS790791989
CT_YO2,VYOjWN790yjS791792990
CT_YO47,VYOjWN791yjS792793991
CT_YO18,VYOjWN792yjS793794992
CT_YO27,VYOjWN793yjS794795993
CT_YO30,VYOjWN794yjS795796994
CT_YO11,VYOjWN795yjS796797995
CT_YO42,VYOjWN796yjS797798996
CT_YO20,VYOjWN797yjS798799997
CT_YO42,VYOjWN798yjS799800998
CT_YO17,VYOjWN799yjS800801999
CT_YO15,VYOjWN800yjS8018021000
CT_YO37,VYOjWN801yjS8028031001
CT_YO41,VYOjWN802yjS8038041002
CT_YO12,VYOjWN803yjS8048051003
CT_YO5,VYOjWN804yjS8058061004
CT_YO3,VYOjWN805yjS8068071005
CT_YO14,VYOjWN806yjS8078081006
CT_YO39,VYOjWN807yjS8088091007
CT_YO26,VYOjWN808yjS8098101008
CT_YO21,VYOjWN809yjS8108111009
CT_YO38,VYOjWN810yjS8118121010
CT_YO28,VYOjWN811yjS8128131011
CT_YO4,VYOjWN812yjS8138141012
CT_YO26,VYOjWN813yjS8148151013
CT_YO25,VYOjWN814yjS8158161014
CT_YO42,VYOjWN815yjS8168171015
CT_YO21,VYOjWN816yjS8178181016
CT_YO8,VYOjWN817yjS8188191017
CT_YO32,VYOjWN818yjS8198201018
CT_YO40,VYOjWN819yjS8208211019
CT_YO25,VYOjWN820yjS8218221020
CT_YO32,VYOjWN821yjS8228231021
CT_YO3,VYOjWN822yjS8238241022
CT_YO36,VYOjWN823yjS8248251023
CT_YO29,VYOjWN824yjS8258261024
CT_YO2,VYOjWN825yjS8268271025
CT_YO11,VYOjWN826yjS8278281026
CT_YO40,VYOjWN827yjS8288291027
CT_YO34,VYOjWN828yjS8298301028
CT_YO46,VYOjWN829yjS8308311029
CT_YO46,VYOjWN830yjS8318321030
CT_YO36,VYOjWN831yjS8328331031
CT_YO33,VYOjWN832yjS8338341032
CT_YO16,VYOjWN833yjS8348351033
CT_YO48,VYOjWN834yjS8358361034
CT_YO2,VYOjWN835yjS8368371035
CT_YO41,VYOjWN836yjS8378381036
CT_YO47,VYOjWN837yjS8388391037
CT_YO6,VYOjWN838yjS8398401038
CT_YO17,VYOjWN839yjS8408411039
CT_YO49,VYOjWN840yjS8418421040
CT_YO30,VYOjWN841yjS8428431041
CT_YO34,VYOjWN842yjS8438441042
CT_YO16,VYOjWN843yjS8448451043
CT_YO49,VYOjWN844yjS8458461044
CT_YO14,VYOjWN845yjS8468471045
CT_YO43,VYOjWN846yjS8478481046
CT_YO20,VYOjWN847yjS8488491047
CT_YO29,VYOjWN848yjS8498501048
CT_YO26,VYOjWN849yjS8508511049
CT_YO45,VYOjWN850yjS8518521050
CT_YO49,VYOjWN851yjS8528531051
CT_YO48,VYOjWN852yjS8538541052
CT_YO22,VYOjWN853yjS8548551053
CT_YO31,VYOjWN854yjS8558561054
CT_YO36,VYOjWN855yjS8568571055
CT_YO38,VYOjWN856yjS8578581056
CT_YO43,VYOjWN857yjS8588591057
CT_YO3,VYOjWN858yjS8598601058
CT_YO0,VYOjWN859yjS8608611059
CT_YO7,VYOjWN860yjS8618621060
CT_YO33,VYOjWN861yjS8628631061
CT_YO36,VYOjWN862yjS8638641062
CT_YO14,VYOjWN863yjS8648651063
CT_YO19,VYOjWN864yjS8658661064
CT_YO1,VYOjWN865yjS8668671065
CT_YO14,VYOjWN866yjS8678681066
CT_YO2,VYOjWN867yjS8688691067
CT_YO33,VYOjWN868yjS8698701068
CT_YO15,VYOjWN869yjS8708711069
CT_YO38,VYOjWN870yjS8718721070
CT_YO40,VYOjWN871yjS8728731071
CT_YO37,VYOjWN872yjS8738741072
CT_YO49,VYOjWN873yjS8748751073
CT_YO34,VYOjWN874yjS8758761074
CT_YO13,VYOjWN875yjS8768771075
CT_YO5,VYOjWN876yjS8778781076
CT_YO2,VYOjWN877yjS8788791077
CT_YO17,VYOjWN878yjS8798801078
CT_YO16,VYOjWN879yjS8808811079
CT_YO4,VYOjWN880yjS8818821080
CT_YO22,VYOjWN881yjS8828831081
CT_YO10,VYOjWN882yjS8838841082
CT_YO33,VYOjWN883yjS8848851083
CT_YO8,VYOjWN884yjS8858861084
CT_YO1,VYOjWN885yjS8868871085
CT_YO24,VYOjWN886yjS8878881086
CT_YO34,VYOjWN887yjS8888891087
CT_YO24,VYOjWN888yjS8898901088
CT_YO26,VYOjWN889yjS8908911089
CT_YO39,VYOjWN890yjS8918921090
CT_YO24,VYOjWN891yjS8928931091
CT_YO32,VYOjWN892yjS8938941092
CT_YO13,VYOjWN893yjS8948951093
CT_YO22,VYOjWN894yjS8958961094
CT_YO7,VYOjWN895yjS8968971095
CT_YO9,VYOjWN896yjS8978981096
CT_YO9,VYOjWN897yjS8988991097
CT_YO2,VYOjWN898yjS8999001098
CT_YO1,VYOjWN899yjS9009011099
CT_YO40,VYOjWN900yjS9019021100
CT_YO28,VYOjWN901yjS9029031101
CT_YO12,VYOjWN902yjS9039041102
CT_YO0,VYOjWN903yjS9049051103
CT_YO23,VYOjWN904yjS9059061104
CT_YO28,VYOjWN905yjS9069071105
CT_YO32,VYOjWN906yjS9079081106
CT_YO35,VYOjWN907yjS9089091107
CT_YO49,VYOjWN908yjS9099101108
CT_YO17,VYOjWN909yjS9109111109
CT_YO30,VYOjWN910yjS9119121110
CT_YO47,VYOjWN911yjS9129131111
CT_YO47,VYOjWN912yjS9139141112
CT_YO6,VYOjWN913yjS9149151113
CT_YO17,VYOjWN914yjS9159161114
CT_YO31,VYOjWN915yjS9169171115
CT_YO27,VYOjWN916yjS9179181116
CT_YO3,VYOjWN917yjS9189191117
CT_YO49,VYOjWN918yjS9199201118
CT_YO32,VYOjWN919yjS9209211119
CT_YO8,VYOjWN920yjS9219221120
CT_YO21,VYOjWN921yjS9229231121
CT_YO4,VYOjWN922yjS9239241122
CT_YO19,VYOjWN923yjS9249251123
CT_YO9,VYOjWN924yjS9259261124
CT_YO25,VYOjWN925yjS9269271125
CT_YO29,VYOjWN926yjS9279281126
CT_YO40,VYOjWN927yjS9289291127
CT_YO3,VYOjWN928yjS9299301128
CT_YO33,VYOjWN929yjS9309311129
CT_YO20,VYOjWN930yjS9319321130
CT_YO22,VYOjWN931yjS9329331131
CT_YO21,VYOjWN932yjS9339341132
CT_YO25,VYOjWN933yjS9349351133
CT_YO33,VYOjWN934yjS9359361134
CT_YO33,VYOjWN935yjS9369371135
CT_YO45,VYOjWN936yjS9379381136
CT_YO13,VYOjWN937yjS9389391137
CT_YO46,VYOjWN938yjS9399401138
CT_YO19,VYOjWN939yjS9409411139
CT_YO36,VYOjWN940yjS9419421140
CT_YO33,VYOjWN941yjS9429431141
CT_YO29,VYOjWN942yjS9439441142
CT_YO11,VYOjWN943yjS9449451143
CT_YO44,VYOjWN944yjS9459461144
CT_YO38,VYOjWN945yjS9469471145
CT_YO37,VYOjWN946yjS9479481146
CT_YO38,VYOjWN947yjS9489491147
CT_YO10,VYOjWN948yjS9499501148
CT_YO34,VYOjWN949yjS9509511149
CT_YO33,VYOjWN950yjS9519521150
CT_YO32,VYOjWN951yjS9529531151
CT_YO48,VYOjWN952yjS9539541152
CT_YO26,VYOjWN953yjS9549551153
CT_YO31,VYOjWN954yjS9559561154
CT_YO33,VYOjWN955yjS9569571155
CT_YO16,VYOjWN956yjS9579581156
CT_YO38,VYOjWN957yjS9589591157
CT_YO36,VYOjWN958yjS9599601158
CT_YO44,VYOjWN959yjS9609611159
CT_YO4,VYOjWN960yjS9619621160
CT_YO11,VYOjWN961yjS9629631161
CT_YO24,VYOjWN962yjS9639641162
CT_YO36,VYOjWN963yjS9649651163
CT_YO39,VYOjWN964yjS9659661164
CT_YO16,VYOjWN965yjS9669671165
CT_YO43,VYOjWN966yjS9679681166
CT_YO16,VYOjWN967yjS9689691167
CT_YO42,VYOjWN968yjS9699701168
CT_YO5,VYOjWN969yjS9709711169
CT_YO37,VYOjWN970yjS9719721170
CT_YO33,VYOjWN971yjS9729731171
CT_YO23,VYOjWN972yjS9739741172
CT_YO19,VYOjWN973yjS9749751173
CT_YO40,VYOjWN974yjS9759761174
CT_YO41,VYOjWN975yjS9769771175
CT_YO16,VYOjWN976yjS9779781176
CT_YO10,VYOjWN977yjS9789791177
CT_YO8,VYOjWN978yjS9799801178
CT_YO36,VYOjWN979yjS9809811179
CT_YO0,VYOjWN980yjS9819821180
CT_YO41,VYOjWN981yjS9829831181
CT_YO9,VYOjWN982yjS9839841182
CT_YO27,VYOjWN983yjS9849851183
CT_YO20,VYOjWN984yjS9859861184
CT_YO1,VYOjWN985yjS9869871185
CT_YO27,VYOjWN986yjS9879881186
CT_YO45,VYOjWN987yjS9889891187
CT_YO25,VYOjWN988yjS9899901188
CT_YO8,VYOjWN989yjS9909911189
CT_YO45,VYOjWN990yjS9919921190
CT_YO9,VYOjWN991yjS9929931191
CT_YO10,VYOjWN992yjS9939941192
CT_YO44,VYOjWN993yjS9949951193
CT_YO18,VYOjWN994yjS9959961194
CT_YO29,VYOjWN995yjS9969971195
CT_YO10,VYOjWN996yjS9979981196
CT_YO6,VYOjWN997yjS9989991197
CT_YO17,VYOjWN998yjS99910001198
CT_YO9,VYOjWN999yjS100010011199
CT_YO20,VYOjWN1000yjS100110021200
CT_YO45,VYOjWN1001yjS100210031201
CT_YO19,VYOjWN1002yjS100310041202
CT_YO21,VYOjWN1003yjS100410051203
CT_YO7,VYOjWN1004yjS100510061204
CT_YO15,VYOjWN1005yjS100610071205
CT_YO2,VYOjWN1006yjS100710081206
CT_YO18,VYOjWN1007yjS100810091207
CT_YO36,VYOjWN1008yjS100910101208
CT_YO35,VYOjWN1009yjS101010111209
CT_YO25,VYOjWN1010yjS101110121210
CT_YO8,VYOjWN1011yjS101210131211
CT_YO34,VYOjWN1012yjS101310141212
CT_YO34,VYOjWN1013yjS101410151213
CT_YO38,VYOjWN1014yjS101510161214
CT_YO46,VYOjWN1015yjS101610171215
CT_YO10,VYOjWN1016yjS101710181216
CT_YO38,VYOjWN1017yjS101810191217
CT_YO15,VYOjWN1018yjS101910201218
CT_YO40,VYOjWN1019yjS102010211219
CT_YO39,VYOjWN1020yjS102110221220
CT_YO1,VYOjWN1021yjS102210231221
CT_YO42,VYOjWN1022yjS102310241222
CT_YO31,VYOjWN1023yjS102410251223
CT_YO43,VYOjWN1024yjS102510261224
CT_YO38,VYOjWN1025yjS102610271225
CT_YO17,VYOjWN1026yjS102710281226
CT_YO6,VYOjWN1027yjS102810291227
CT_YO26,VYOjWN1028yjS102910301228
CT_YO31,VYOjWN1029yjS103010311229
CT_YO9,VYOjWN1030yjS103110321230
CT_YO4,VYOjWN1031yjS103210331231
CT_YO10,VYOjWN1032yjS103310341232
CT_YO22,VYOjWN1033yjS103410351233
CT_YO29,VYOjWN1034yjS103510361234
CT_YO45,VYOjWN1035yjS103610371235
CT_YO48,VYOjWN1036yjS103710381236
CT_YO48,VYOjWN1037yjS103810391237
CT_YO49,VYOjWN1038yjS103910401238
CT_YO36,VYOjWN1039yjS104010411239
CT_YO19,VYOjWN1040yjS104110421240
CT_YO18,VYOjWN1041yjS104210431241
CT_YO10,VYOjWN1042yjS104310441242
CT_YO49,VYOjWN1043yjS104410451243
CT_YO31,VYOjWN1044yjS104510461244
CT_YO25,VYOjWN1045yjS104610471245
CT_YO40,VYOjWN1046yjS104710481246
CT_YO10,VYOjWN1047yjS104810491247
CT_YO23,VYOjWN1048yjS104910501248
CT_YO31,VYOjWN1049yjS105010511249
CT_YO2,VYOjWN1050yjS105110521250
CT_YO4,VYOjWN1051yjS105210531251
CT_YO15,VYOjWN1052yjS105310541252
CT_YO21,VYOjWN1053yjS105410551253
CT_YO19,VYOjWN1054yjS105510561254
CT_YO12,VYOjWN1055yjS105610571255
CT_YO30,VYOjWN1056yjS105710581256
CT_YO48,VYOjWN1057yjS105810591257
CT_YO32,VYOjWN1058yjS105910601258
CT_YO42,VYOjWN1059yjS106010611259
CT_YO18,VYOjWN1060yjS106110621260
CT_YO2,VYOjWN1061yjS106210631261
CT_YO33,VYOjWN1062yjS106310641262
CT_YO43,VYOjWN1063yjS106410651263
CT_YO1,VYOjWN1064yjS106510661264
CT_YO44,VYOjWN1065yjS106610671265
CT_YO9,VYOjWN1066yjS106710681266
CT_YO18,VYOjWN1067yjS106810691267
CT_YO38,VYOjWN1068yjS106910701268
CT_YO0,VYOjWN1069yjS107010711269
CT_YO35,VYOjWN1070yjS107110721270
CT_YO9,VYOjWN1071yjS107210731271
CT_YO27,VYOjWN1072yjS107310741272
CT_YO49,VYOjWN1073yjS107410751273
CT_YO10,VYOjWN1074yjS107510761274
CT_YO48,VYOjWN1075yjS107610771275
CT_YO41,VYOjWN1076yjS107710781276
CT_YO7,VYOjWN1077yjS107810791277
CT_YO24,VYOjWN1078yjS107910801278
CT_YO41,VYOjWN1079yjS108010811279
CT_YO35,VYOjWN1080yjS108110821280
CT_YO0,VYOjWN1081yjS108210831281
CT_YO34,VYOjWN1082yjS108310841282
CT_YO6,VYOjWN1083yjS108410851283
CT_YO36,VYOjWN1084yjS108510861284
CT_YO40,VYOjWN1085yjS108610871285
CT_YO6,VYOjWN1086yjS108710881286
CT_YO17,VYOjWN1087yjS108810891287
CT_YO43,VYOjWN1088yjS108910901288
CT_YO5,VYOjWN1089yjS109010911289
CT_YO42,VYOjWN1090yjS109110921290
CT_YO44,VYOjWN1091yjS109210931291
CT_YO16,VYOjWN1092yjS109310941292
CT_YO33,VYOjWN1093yjS109410951293
CT_YO11,VYOjWN1094yjS109510961294
CT_YO6,VYOjWN1095yjS109610971295
CT_YO4,VYOjWN1096yjS109710981296
CT_YO32,VYOjWN1097yjS109810991297
CT_YO33,VYOjWN1098yjS109911001298
CT_YO12,VYOjWN1099yjS110011011299
CT_YO46,VYOjWN1100yjS110111021300
CT_YO9,VYOjWN1101yjS110211031301
CT_YO41,VYOjWN1102yjS110311041302
CT_YO32,VYOjWN1103yjS110411051303
CT_YO41,VYOjWN1104yjS110511061304
CT_YO2,VYOjWN1105yjS110611071305
CT_YO4,VYOjWN1106yjS110711081306
CT_YO7,VYOjWN1107yjS110811091307
CT_YO46,VYOjWN1108yjS110911101308
CT_YO25,VYOjWN1109yjS111011111309
CT_YO37,VYOjWN1110yjS111111121310
CT_YO4,VYOjWN1111yjS111211131311
CT_YO2,VYOjWN1112yjS111311141312
CT_YO30,VYOjWN1113yjS111411151313
CT_YO10,VYOjWN1114yjS111511161314
CT_YO3,VYOjWN1115yjS111611171315
CT_YO11,VYOjWN1116yjS111711181316
CT_YO32,VYOjWN1117yjS111811191317
CT_YO19,VYOjWN1118yjS111911201318
CT_YO34,VYOjWN1119yjS112011211319
CT_YO10,VYOjWN1120yjS112111221320
CT_YO40,VYOjWN1121yjS112211231321
CT_YO7,VYOjWN1122yjS112311241322
CT_YO35,VYOjWN1123yjS112411251323
CT_YO45,VYOjWN1124yjS112511261324
CT_YO6,VYOjWN1125yjS112611271325
CT_YO38,VYOjWN1126yjS112711281326
CT_YO31,VYOjWN1127yjS112811291327
CT_YO30,VYOjWN1128yjS112911301328
CT_YO28,VYOjWN1129yjS113011311329
CT_YO28,VYOjWN1130yjS113111321330
CT_YO10,VYOjWN1131yjS113211331331
CT_YO6,VYOjWN1132yjS113311341332
CT_YO35,VYOjWN1133yjS113411351333
CT_YO4,VYOjWN1134yjS113511361334
CT_YO8,VYOjWN1135yjS113611371335
CT_YO30,VYOjWN1136yjS113711381336
CT_YO46,VYOjWN1137yjS113811391337
CT_YO7,VYOjWN1138yjS113911401338
CT_YO17,VYOjWN1139yjS114011411339
CT_YO16,VYOjWN1140yjS114111421340
CT_YO49,VYOjWN1141yjS114211431341
CT_YO37,VYOjWN1142yjS114311441342
CT_YO33,VYOjWN1143yjS114411451343
CT_YO8,VYOjWN1144yjS114511461344
CT_YO32,VYOjWN1145yjS114611471345
CT_YO35,VYOjWN1146yjS114711481346
CT_YO0,VYOjWN1147yjS114811491347
CT_YO10,VYOjWN1148yjS114911501348
CT_YO16,VYOjWN1149yjS115011511349
CT_YO11,VYOjWN1150yjS115111521350
CT_YO12,VYOjWN1151yjS115211531351
CT_YO15,VYOjWN1152yjS115311541352
CT_YO47,VYOjWN1153yjS115411551353
CT_YO10,VYOjWN1154yjS115511561354
CT_YO29,VYOjWN1155yjS115611571355
CT_YO2,VYOjWN1156yjS115711581356
CT_YO14,VYOjWN1157yjS115811591357
CT_YO20,VYOjWN1158yjS115911601358
CT_YO35,VYOjWN1159yjS116011611359
CT_YO15,VYOjWN1160yjS116111621360
CT_YO13,VYOjWN1161yjS116211631361
CT_YO9,VYOjWN1162yjS116311641362
CT_YO21,VYOjWN1163yjS116411651363
CT_YO25,VYOjWN1164yjS116511661364
CT_YO32,VYOjWN1165yjS116611671365
CT_YO15,VYOjWN1166yjS116711681366
CT_YO35,VYOjWN1167yjS116811691367
CT_YO13,VYOjWN1168yjS116911701368
CT_YO39,VYOjWN1169yjS117011711369
CT_YO44,VYOjWN1170yjS117111721370
CT_YO30,VYOjWN1171yjS117211731371
CT_YO44,VYOjWN1172yjS117311741372
CT_YO38,VYOjWN1173yjS117411751373
CT_YO17,VYOjWN1174yjS117511761374
CT_YO13,VYOjWN1175yjS117611771375
CT_YO19,VYOjWN1176yjS117711781376
CT_YO18,VYOjWN1177yjS117811791377
CT_YO38,VYOjWN1178yjS117911801378
CT_YO36,VYOjWN1179yjS118011811379
CT_YO16,VYOjWN1180yjS118111821380
CT_YO43,VYOjWN1181yjS118211831381
CT_YO13,VYOjWN1182yjS118311841382
CT_YO22,VYOjWN1183yjS118411851383
CT_YO47,VYOjWN1184yjS118511861384
CT_YO24,VYOjWN1185yjS118611871385
CT_YO20,VYOjWN1186yjS118711881386
CT_YO18,VYOjWN1187yjS118811891387
CT_YO5,VYOjWN1188yjS118911901388
CT_YO26,VYOjWN1189yjS119011911389
CT_YO43,VYOjWN1190yjS119111921390
CT_YO27,VYOjWN1191yjS119211931391
CT_YO1,VYOjWN1192yjS119311941392
CT_YO45,VYOjWN1193yjS119411951393
CT_YO7,VYOjWN1194yjS119511961394
CT_YO46,VYOjWN1195yjS119611971395
CT_YO15,VYOjWN1196yjS119711981396
CT_YO48,VYOjWN1197yjS119811991397
CT_YO31,VYOjWN1198yjS119912001398
CT_YO4,VYOjWN1199yjS120012011399
CT_YO21,VYOjWN1200yjS120112021400
CT_YO49,VYOjWN1201yjS120212031401
CT_YO8,VYOjWN1202yjS120312041402
CT_YO49,VYOjWN1203yjS120412051403
CT_YO47,VYOjWN1204yjS120512061404
CT_YO16,VYOjWN1205yjS120612071405
CT_YO2,VYOjWN1206yjS120712081406
CT_YO29,VYOjWN1207yjS120812091407
CT_YO34,VYOjWN1208yjS120912101408
CT_YO47,VYOjWN1209yjS121012111409
CT_YO7,VYOjWN1210yjS121112121410
CT_YO31,VYOjWN1211yjS121212131411
CT_YO17,VYOjWN1212yjS121312141412
CT_YO5,VYOjWN1213yjS121412151413
CT_YO35,VYOjWN1214yjS121512161414
CT_YO15,VYOjWN1215yjS121612171415
CT_YO11,VYOjWN1216yjS121712181416
CT_YO38,VYOjWN1217yjS121812191417
CT_YO20,VYOjWN1218yjS121912201418
CT_YO20,VYOjWN1219yjS122012211419
CT_YO5,VYOjWN1220yjS122112221420
CT_YO29,VYOjWN1221yjS122212231421
CT_YO48,VYOjWN1222yjS122312241422
CT_YO11,VYOjWN1223yjS122412251423
CT_YO3,VYOjWN1224yjS122512261424
CT_YO1,VYOjWN1225yjS122612271425
CT_YO37,VYOjWN1226yjS122712281426
CT_YO34,VYOjWN1227yjS122812291427
CT_YO5,VYOjWN1228yjS122912301428
CT_YO24,VYOjWN1229yjS123012311429
CT_YO29,VYOjWN1230yjS123112321430
CT_YO27,VYOjWN1231yjS123212331431
CT_YO29,VYOjWN1232yjS123312341432
CT_YO21,VYOjWN1233yjS123412351433
CT_YO37,VYOjWN1234yjS123512361434
CT_YO24,VYOjWN1235yjS123612371435
CT_YO29,VYOjWN1236yjS123712381436
CT_YO21,VYOjWN1237yjS123812391437
CT_YO23,VYOjWN1238yjS123912401438
CT_YO9,VYOjWN1239yjS124012411439
CT_YO44,VYOjWN1240yjS124112421440
CT_YO25,VYOjWN1241yjS124212431441
CT_YO47,VYOjWN1242yjS124312441442
CT_YO36,VYOjWN1243yjS124412451443
CT_YO6,VYOjWN1244yjS124512461444
CT_YO49,VYOjWN1245yjS124612471445
CT_YO29,VYOjWN1246yjS124712481446
CT_YO32,VYOjWN1247yjS124812491447
CT_YO0,VYOjWN1248yjS124912501448
CT_YO42,VYOjWN1249yjS125012511449
CT_YO27,VYOjWN1250yjS125112521450
CT_YO27,VYOjWN1251yjS125212531451
CT_YO18,VYOjWN1252yjS125312541452
CT_YO16,VYOjWN1253yjS125412551453
CT_YO31,VYOjWN1254yjS125512561454
CT_YO41,VYOjWN1255yjS125612571455
CT_YO40,VYOjWN1256yjS125712581456
CT_YO8,VYOjWN1257yjS125812591457
CT_YO41,VYOjWN1258yjS125912601458
CT_YO46,VYOjWN1259yjS126012611459
CT_YO22,VYOjWN1260yjS126112621460
CT_YO2,VYOjWN1261yjS126212631461
CT_YO41,VYOjWN1262yjS126312641462
CT_YO11,VYOjWN1263yjS126412651463
CT_YO39,VYOjWN1264yjS126512661464
CT_YO26,VYOjWN1265yjS126612671465
CT_YO40,VYOjWN1266yjS126712681466
CT_YO33,VYOjWN1267yjS126812691467
CT_YO30,VYOjWN1268yjS126912701468
CT_YO14,VYOjWN1269yjS127012711469
CT_YO7,VYOjWN1270yjS127112721470
CT_YO36,VYOjWN1271yjS127212731471
CT_YO11,VYOjWN1272yjS127312741472
CT_YO10,VYOjWN1273yjS127412751473
CT_YO27,VYOjWN1274yjS127512761474
CT_YO24,VYOjWN1275yjS127612771475
CT_YO29,VYOjWN1276yjS127712781476
CT_YO14,VYOjWN1277yjS127812791477
CT_YO49,VYOjWN1278yjS127912801478
CT_YO24,VYOjWN1279yjS128012811479
CT_YO24,VYOjWN1280yjS128112821480
CT_YO31,VYOjWN1281yjS128212831481
CT_YO9,VYOjWN1282yjS128312841482
CT_YO15,VYOjWN1283yjS128412851483
CT_YO27,VYOjWN1284yjS128512861484
CT_YO40,VYOjWN1285yjS128612871485
CT_YO32,VYOjWN1286yjS128712881486
CT_YO0,VYOjWN1287yjS128812891487
CT_YO31,VYOjWN1288yjS128912901488
CT_YO20,VYOjWN1289yjS129012911489
CT_YO38,VYOjWN1290yjS129112921490
CT_YO3,VYOjWN1291yjS129212931491
CT_YO43,VYOjWN1292yjS129312941492
CT_YO12,VYOjWN1293yjS129412951493
CT_YO43,VYOjWN1294yjS129512961494
